Date,Total Rainfall (mm),Mean Humidity (%)
2018-11-04,3.8,85
2018-11-05,0.6,85
2018-11-06,1.7,85
2018-11-07,0.0,78
2018-11-08,0.0,79
2018-11-09,0.0,78
2018-11-10,0.0,77
2018-11-11,0.0,70
2018-11-12,0.0,72
2018-11-13,0.5,73
2018-11-14,0.4,78
2018-11-15,0.8,80
2018-11-16,1.8,83
2018-11-17,0.7,83
2018-11-18,1.1,79
2018-11-19,0.0,77
2018-11-20,0.0,77
2018-11-21,0.2,79
2018-11-22,0.0,78
2018-11-23,0.0,78
2018-11-24,0.0,77
2018-11-25,0.0,79
2018-11-26,0.0,79
2018-11-27,0.0,77
2018-11-28,0.0,77
2018-11-29,0.0,77
2018-11-30,0.0,76
2018-12-01,0.0,72
2018-12-02,0.1,71
2018-12-03,0.2,75
2018-12-04,0.0,73
2018-12-05,0.0,72
2018-12-06,0.0,73
2018-12-07,0.2,78
2018-12-08,0.0,75
2018-12-09,0.0,72
2018-12-10,0.0,74
2018-12-11,0.0,76
2018-12-12,0.0,75
2018-12-13,0.0,76
2018-12-14,0.0,75
2018-12-15,0.0,74
2018-12-16,0.0,72
2018-12-17,0.9,81
2018-12-18,21.8,91
2018-12-19,0.0,83
2018-12-20,0.0,82
2018-12-21,0.0,81
2018-12-22,0.0,81
2018-12-23,0.0,77
2018-12-24,0.0,83
2018-12-25,0.3,81
2018-12-26,0.7,80
2018-12-27,0.7,81
2018-12-28,0.8,77
2018-12-29,0.0,79
2018-12-30,0.0,81
2018-12-31,0.0,78
2019-01-01,0.0,80
2019-01-02,0.0,76
2019-01-03,2.3,80
2019-01-04,2.4,80
2019-01-05,0.0,79
2019-01-06,0.0,78
2019-01-07,0.0,77
2019-01-08,0.0,73
2019-01-09,0.0,75
2019-01-10,0.0,80
2019-01-11,0.0,78
2019-01-12,0.0,74
2019-01-13,0.0,71
2019-01-14,0.0,76
2019-01-15,0.0,72
2019-01-16,0.0,73
2019-01-17,0.0,73
2019-01-18,0.0,70
2019-01-19,0.0,70
2019-01-20,0.0,69
2019-01-21,0.0,69
2019-01-22,0.0,71
2019-01-23,0.0,70
2019-01-24,0.0,70
2019-01-25,0.0,75
2019-01-26,0.0,73
2019-01-27,0.0,66
2019-01-28,0.0,71
2019-01-29,1.0,74
2019-01-30,0.0,68
2019-01-31,0.0,73
2019-02-01,0.0,74
2019-02-02,0.0,68
2019-02-03,0.0,67
2019-02-04,0.0,66
2019-02-05,0.0,64
2019-02-06,0.0,69
2019-02-07,0.0,67
2019-02-08,1.1,70
2019-02-09,13.0,81
2019-02-10,0.0,76
2019-02-11,0.0,77
2019-02-12,0.0,71
2019-02-13,0.0,69
2019-02-14,0.0,71
2019-02-15,0.0,73
2019-02-16,2.5,84
2019-02-17,0.2,83
2019-02-18,1.6,82
2019-02-19,0.0,80
2019-02-20,1.7,79
2019-02-21,3.8,80
2019-02-22,0.1,74
2019-02-23,0.4,78
2019-02-24,0.0,76
2019-02-25,0.0,76
2019-02-26,0.0,73
2019-02-27,2.1,78
2019-02-28,6.0,89
2019-03-01,0.0,78
2019-03-02,0.0,73
2019-03-03,0.0,70
2019-03-04,0.7,75
2019-03-05,2.3,83
2019-03-06,2.4,81
2019-03-07,0.0,74
2019-03-08,0.0,71
2019-03-09,0.0,68
2019-03-10,0.0,70
2019-03-11,0.0,75
2019-03-12,0.0,75
2019-03-13,0.0,75
2019-03-14,0.0,70
2019-03-15,0.0,59
2019-03-16,0.0,46
2019-03-17,0.0,55
2019-03-18,0.0,59
2019-03-19,0.4,62
2019-03-20,0.0,68
2019-03-21,0.0,68
2019-03-22,0.3,67
2019-03-23,0.0,71
2019-03-24,0.0,67
2019-03-25,0.0,61
2019-03-26,0.1,65
2019-03-27,0.4,61
2019-03-28,0.0,64
2019-03-29,0.0,58
2019-03-30,3.3,64
2019-03-31,18.6,88
2019-04-01,2.3,83
2019-04-02,0.7,80
2019-04-03,0.0,76
2019-04-04,0.5,76
2019-04-05,3.2,81
2019-04-06,0.2,81
2019-04-07,23.0,88
2019-04-08,13.3,84
2019-04-09,10.8,87
2019-04-10,3.6,81
2019-04-11,0.1,77
2019-04-12,0.2,75
2019-04-13,0.3,78
2019-04-14,4.1,81
2019-04-15,11.1,88
2019-04-16,8.3,88
2019-04-17,4.3,82
2019-04-18,0.0,81
2019-04-19,0.0,75
2019-04-20,2.4,82
2019-04-21,0.2,78
2019-04-22,0.0,80
2019-04-23,0.0,76
2019-04-24,0.0,72
2019-04-25,0.0,70
2019-04-26,2.9,75
2019-04-27,15.9,84
2019-04-28,5.6,88
2019-04-29,35.1,91
2019-04-30,9.3,87
2019-05-01,11.0,88
2019-05-02,0.4,85
2019-05-03,1.4,87
2019-05-04,51.9,90
2019-05-05,4.3,85
2019-05-06,0.0,81
2019-05-07,1.5,80
2019-05-08,2.2,81
2019-05-09,5.8,84
2019-05-10,7.1,83
2019-05-11,2.5,83
2019-05-12,1.0,84
2019-05-13,3.3,84
2019-05-14,2.5,83
2019-05-15,6.1,87
2019-05-16,4.8,86
2019-05-17,13.1,89
2019-05-18,4.2,87
2019-05-19,1.1,87
2019-05-20,1.2,85
2019-05-21,3.9,85
2019-05-22,9.1,88
2019-05-23,18.8,88
2019-05-24,33.0,90
2019-05-25,6.1,87
2019-05-26,0.8,85
2019-05-27,14.5,86
2019-05-28,0.5,86
2019-05-29,0.6,82
2019-05-30,18.8,87
2019-05-31,5.2,87
2019-06-01,0.1,82
2019-06-02,3.7,85
2019-06-03,17.4,87
2019-06-04,1.3,86
2019-06-05,1.0,85
2019-06-06,8.1,87
2019-06-07,34.3,88
2019-06-08,9.4,86
2019-06-09,5.2,87
2019-06-10,6.2,88
2019-06-11,6.1,86
2019-06-12,1.3,83
2019-06-13,12.5,80
2019-06-14,15.9,87
2019-06-15,6.7,84
2019-06-16,2.2,87
2019-06-17,0.5,85
2019-06-18,1.3,84
2019-06-19,0.2,83
2019-06-20,5.9,87
2019-06-21,12.9,87
2019-06-22,6.6,85
2019-06-23,3.2,81
2019-06-24,0.4,80
2019-06-25,6.7,87
2019-06-26,17.0,92
2019-06-27,20.3,93
2019-06-28,8.6,91
2019-06-29,0.4,87
2019-06-30,5.7,82
2019-07-01,16.9,86
2019-07-02,24.2,87
2019-07-03,20.1,86
2019-07-04,19.9,86
2019-07-05,14.8,87
2019-07-06,51.5,87
2019-07-07,8.7,88
2019-07-08,68.9,94
2019-07-09,25.0,92
2019-07-10,34.9,95
2019-07-11,25.5,95
2019-07-12,24.2,93
2019-07-13,10.1,93
2019-07-14,26.7,94
2019-07-15,35.9,95
2019-07-16,12.7,87
2019-07-17,0.9,84
2019-07-18,0.7,85
2019-07-19,8.8,85
2019-07-20,6.6,87
2019-07-21,2.7,87
2019-07-22,3.0,90
2019-07-23,9.2,91
2019-07-24,8.0,90
2019-07-25,22.2,88
2019-07-26,15.7,89
2019-07-27,7.5,93
2019-07-28,5.5,84
2019-07-29,2.0,84
2019-07-30,5.9,88
2019-07-31,22.4,89
2019-08-01,35.6,91
2019-08-02,7.3,87
2019-08-03,18.7,87
2019-08-04,2.8,86
2019-08-05,0.4,83
2019-08-06,0.1,79
2019-08-07,0.1,76
2019-08-08,1.8,84
2019-08-09,9.8,85
2019-08-10,3.8,84
2019-08-11,4.4,82
2019-08-12,4.3,81
2019-08-13,7.8,87
2019-08-14,11.7,88
2019-08-15,45.0,89
2019-08-16,12.3,87
2019-08-17,3.7,87
2019-08-18,2.8,86
2019-08-19,0.3,82
2019-08-20,1.0,83
2019-08-21,0.5,80
2019-08-22,2.8,81
2019-08-23,46.4,90
2019-08-24,6.5,86
2019-08-25,0.4,83
2019-08-26,1.1,80
2019-08-27,0.9,79
2019-08-28,3.5,85
2019-08-29,1.4,84
2019-08-30,2.9,85
2019-08-31,1.4,89
2019-09-01,0.0,83
2019-09-02,0.7,86
2019-09-03,8.4,86
2019-09-04,18.4,93
2019-09-05,11.8,91
2019-09-06,14.7,89
2019-09-07,10.5,89
2019-09-08,19.8,92
2019-09-09,15.5,90
2019-09-10,11.1,88
2019-09-11,23.5,89
2019-09-12,38.1,94
2019-09-13,15.0,94
2019-09-14,5.0,90
2019-09-15,13.4,90
2019-09-16,16.2,92
2019-09-17,8.4,91
2019-09-18,0.8,89
2019-09-19,2.9,87
2019-09-20,0.6,83
2019-09-21,6.4,84
2019-09-22,25.0,86
2019-09-23,12.2,90
2019-09-24,11.5,91
2019-09-25,18.9,95
2019-09-26,1.0,86
2019-09-27,11.2,88
2019-09-28,5.8,89
2019-09-29,11.6,92
2019-09-30,14.2,94
2019-10-01,16.1,93
2019-10-02,1.1,89
2019-10-03,5.3,90
2019-10-04,3.3,88
2019-10-05,3.4,89
2019-10-06,5.4,89
2019-10-07,6.7,88
2019-10-08,13.1,92
2019-10-09,1.2,89
2019-10-10,2.8,88
2019-10-11,0.5,89
2019-10-12,1.8,90
2019-10-13,0.1,86
2019-10-14,0.0,80
2019-10-15,0.0,80
2019-10-16,3.2,84
2019-10-17,0.2,82
2019-10-18,0.2,84
2019-10-19,0.0,83
2019-10-20,0.3,82
2019-10-21,0.7,86
2019-10-22,1.0,85
2019-10-23,0.3,78
2019-10-24,6.9,84
2019-10-25,43.9,94
2019-10-26,49.2,87
2019-10-27,0.1,86
2019-10-28,0.0,83
2019-10-29,0.0,86
2019-10-30,1.4,86
2019-10-31,5.3,85
2019-11-01,0.4,86
2019-11-02,0.0,84
2019-11-03,0.0,86
2019-11-04,0.5,83
2019-11-05,0.3,86
2019-11-06,0.4,85
2019-11-07,0.0,85
2019-11-08,0.0,84
2019-11-09,0.8,85
2019-11-10,11.8,89
2019-11-11,0.0,84
2019-11-12,0.1,86
2019-11-13,0.0,83
2019-11-14,0.0,84
2019-11-15,0.0,84
2019-11-16,1.9,86
2019-11-17,0.2,83
2019-11-18,0.0,81
2019-11-19,4.5,88
2019-11-20,5.9,90
2019-11-21,0.0,83
2019-11-22,0.0,82
2019-11-23,0.2,83
2019-11-24,0.0,80
2019-11-25,0.0,80
2019-11-26,0.1,82
2019-11-27,0.0,82
2019-11-28,0.0,83
2019-11-29,0.0,83
2019-11-30,0.6,80
2019-12-01,1.0,84
2019-12-02,0.1,83
2019-12-03,0.0,79
2019-12-04,0.0,76
2019-12-05,0.0,79
2019-12-06,0.0,83
2019-12-07,0.0,79
2019-12-08,0.0,77
2019-12-09,0.2,78
2019-12-10,0.2,79
2019-12-11,0.5,79
2019-12-12,0.0,81
2019-12-13,0.0,79
2019-12-14,0.0,79
2019-12-15,0.4,77
2019-12-16,0.1,80
2019-12-17,0.0,79
2019-12-18,0.4,81
2019-12-19,0.0,79
2019-12-20,0.0,79
2019-12-21,0.0,78
2019-12-22,0.3,80
2019-12-23,0.1,82
2019-12-24,0.0,82
2019-12-25,0.1,81
2019-12-26,0.1,81
2019-12-27,2.4,85
2019-12-28,0.0,82
2019-12-29,0.0,82
2019-12-30,0.0,80
2019-12-31,0.0,81
2020-01-01,0.0,75
2020-01-02,2.2,74
2020-01-03,4.0,86
2020-01-04,0.1,84
2020-01-05,2.0,90
2020-01-06,0.8,83
2020-01-07,0.0,81
2020-01-08,0.0,83
2020-01-09,2.4,87
2020-01-10,0.2,83
2020-01-11,0.0,82
2020-01-12,0.0,79
2020-01-13,0.0,80
2020-01-14,0.0,83
2020-01-15,0.2,80
2020-01-16,0.0,79
2020-01-17,0.0,80
2020-01-18,0.7,77
2020-01-19,4.2,83
2020-01-20,0.1,78
2020-01-21,0.0,77
2020-01-22,0.0,77
2020-01-23,0.3,78
2020-01-24,0.0,79
2020-01-25,0.0,77
2020-01-26,0.2,77
2020-01-27,0.1,71
2020-01-28,0.0,74
2020-01-29,0.1,72
2020-01-30,3.2,79
2020-01-31,4.5,80
2020-02-01,0.4,77
2020-02-02,1.7,80
2020-02-03,0.0,69
2020-02-04,0.0,71
2020-02-05,0.1,73
2020-02-06,0.1,70
2020-02-07,0.0,64
2020-02-08,0.0,65
2020-02-09,0.1,66
2020-02-10,0.5,70
2020-02-11,0.0,65
2020-02-12,0.0,59
2020-02-13,0.0,57
2020-02-14,0.0,64
2020-02-15,0.2,60
2020-02-16,0.1,66
2020-02-17,0.5,71
2020-02-18,1.1,74
2020-02-19,0.5,81
2020-02-20,0.2,77
2020-02-21,0.0,72
2020-02-22,0.0,71
2020-02-23,0.0,64
2020-02-24,0.2,76
2020-02-25,4.9,77
2020-02-26,9.9,83
2020-02-27,0.1,81
2020-02-28,0.0,75
2020-02-29,0.0,72
2020-03-01,0.0,69
2020-03-02,0.4,70
2020-03-03,3.2,78
2020-03-04,1.5,77
2020-03-05,2.2,75
2020-03-06,0.8,76
2020-03-07,1.5,82
2020-03-08,1.4,83
2020-03-09,0.0,77
2020-03-10,0.3,69
2020-03-11,0.0,63
2020-03-12,0.3,63
2020-03-13,0.0,68
2020-03-14,2.2,69
2020-03-15,0.1,68
2020-03-16,0.0,56
2020-03-17,0.0,48
2020-03-18,0.0,48
2020-03-19,0.2,56
2020-03-20,1.4,66
2020-03-21,0.0,66
2020-03-22,2.5,76
2020-03-23,4.3,80
2020-03-24,0.0,69
2020-03-25,0.0,61
2020-03-26,0.2,60
2020-03-27,0.0,61
2020-03-28,0.0,54
2020-03-29,0.0,46
2020-03-30,0.0,49
2020-03-31,0.0,44
2020-04-01,0.0,48
2020-04-02,0.0,53
2020-04-03,0.0,55
2020-04-04,0.0,51
2020-04-05,0.0,47
2020-04-06,0.0,47
2020-04-07,0.0,48
2020-04-08,2.0,54
2020-04-09,9.0,62
2020-04-10,0.5,67
2020-04-11,0.3,64
2020-04-12,0.0,67
2020-04-13,0.1,62
2020-04-14,0.6,56
2020-04-15,0.2,69
2020-04-16,0.7,73
2020-04-17,6.6,76
2020-04-18,5.1,84
2020-04-19,10.4,84
2020-04-20,1.7,84
2020-04-21,6.0,84
2020-04-22,1.9,81
2020-04-23,8.1,84
2020-04-24,6.9,86
2020-04-25,1.7,81
2020-04-26,0.8,78
2020-04-27,2.5,81
2020-04-28,3.1,84
2020-04-29,11.7,87
2020-04-30,0.5,82
2020-05-01,3.6,84
2020-05-02,0.4,79
2020-05-03,1.1,76
2020-05-04,2.9,81
2020-05-05,3.7,78
2020-05-06,3.0,81
2020-05-07,1.7,78
2020-05-08,5.6,77
2020-05-09,0.0,69
2020-05-10,0.3,65
2020-05-11,0.6,64
2020-05-12,2.5,72
2020-05-13,12.1,82
2020-05-14,10.8,82
2020-05-15,12.3,84
2020-05-16,11.7,87
2020-05-17,18.1,84
2020-05-18,0.9,81
2020-05-19,0.4,81
2020-05-20,8.1,88
2020-05-21,61.9,92
2020-05-22,50.0,89
2020-05-23,4.6,91
2020-05-24,53.7,94
2020-05-25,4.7,89
2020-05-26,57.3,93
2020-05-27,46.1,90
2020-05-28,3.4,82
2020-05-29,8.2,84
2020-05-30,11.1,86
2020-05-31,0.6,85
2020-06-01,7.6,89
2020-06-02,0.7,84
2020-06-03,2.9,88
2020-06-04,9.1,89
2020-06-05,9.0,87
2020-06-06,17.3,89
2020-06-07,35.9,87
2020-06-08,5.6,88
2020-06-09,0.6,82
2020-06-10,4.8,82
2020-06-11,7.7,86
2020-06-12,47.6,90
2020-06-13,8.1,89
2020-06-14,4.2,89
2020-06-15,15.0,88
2020-06-16,13.4,88
2020-06-17,53.4,91
2020-06-18,43.0,94
2020-06-19,3.8,88
2020-06-20,14.6,89
2020-06-21,8.0,87
2020-06-22,3.1,86
2020-06-23,2.0,83
2020-06-24,2.6,86
2020-06-25,31.3,93
2020-06-26,112.9,96
2020-06-27,30.5,94
2020-06-28,29.0,91
2020-06-29,12.7,90
2020-06-30,1.4,85
2020-07-01,4.5,87
2020-07-02,9.7,89
2020-07-03,14.8,90
2020-07-04,19.7,87
2020-07-05,51.1,91
2020-07-06,61.7,92
2020-07-07,28.7,89
2020-07-08,17.0,89
2020-07-09,10.2,91
2020-07-10,10.4,94
2020-07-11,43.5,94
2020-07-12,24.7,93
2020-07-13,14.2,89
2020-07-14,36.3,88
2020-07-15,61.6,86
2020-07-16,6.0,86
2020-07-17,1.2,86
2020-07-18,5.4,88
2020-07-19,40.9,92
2020-07-20,95.7,94
2020-07-21,28.8,94
2020-07-22,24.0,93
2020-07-23,32.0,90
2020-07-24,22.1,92
2020-07-25,1.5,84
2020-07-26,8.1,87
2020-07-27,28.6,91
2020-07-28,16.1,88
2020-07-29,14.5,91
2020-07-30,3.5,91
2020-07-31,10.9,90
2020-08-01,0.5,87
2020-08-02,1.8,83
2020-08-03,0.9,81
2020-08-04,0.2,78
2020-08-05,1.2,74
2020-08-06,3.4,83
2020-08-07,3.9,84
2020-08-08,14.7,86
2020-08-09,12.3,90
2020-08-10,1.8,87
2020-08-11,5.2,92
2020-08-12,21.7,90
2020-08-13,13.4,89
2020-08-14,5.9,85
2020-08-15,13.2,88
2020-08-16,7.1,90
2020-08-17,37.4,91
2020-08-18,29.4,88
2020-08-19,1.8,85
2020-08-20,15.2,90
2020-08-21,23.6,90
2020-08-22,12.6,88
2020-08-23,7.7,86
2020-08-24,1.3,84
2020-08-25,4.0,84
2020-08-26,3.9,85
2020-08-27,6.1,86
2020-08-28,1.6,85
2020-08-29,5.8,87
2020-08-30,10.4,89
2020-08-31,12.7,90
2020-09-01,16.6,86
2020-09-02,3.1,85
2020-09-03,0.7,82
2020-09-04,0.7,82
2020-09-05,3.6,89
2020-09-06,3.2,89
2020-09-07,4.7,91
2020-09-08,4.9,90
2020-09-09,3.2,87
2020-09-10,6.6,87
2020-09-11,9.9,90
2020-09-12,9.8,91
2020-09-13,10.7,92
2020-09-14,13.3,91
2020-09-15,4.6,90
2020-09-16,3.2,93
2020-09-17,4.2,92
2020-09-18,1.3,89
2020-09-19,0.0,84
2020-09-20,0.0,83
2020-09-21,13.5,83
2020-09-22,54.8,94
2020-09-23,9.9,92
2020-09-24,28.7,94
2020-09-25,8.4,92
2020-09-26,3.0,90
2020-09-27,21.5,91
2020-09-28,1.7,88
2020-09-29,1.7,88
2020-09-30,1.1,86
2020-10-01,4.2,87
2020-10-02,6.3,90
2020-10-03,27.8,90
2020-10-04,4.7,88
2020-10-05,7.0,87
2020-10-06,17.6,90
2020-10-07,9.2,92
2020-10-08,3.5,87
2020-10-09,0.5,84
2020-10-10,1.8,84
2020-10-11,2.8,84
2020-10-12,1.6,84
2020-10-13,0.0,83
2020-10-14,0.3,82
2020-10-15,0.3,82
2020-10-16,0.5,83
2020-10-17,0.0,82
2020-10-18,1.1,83
2020-10-19,0.4,85
2020-10-20,0.3,85
2020-10-21,0.1,82
2020-10-22,5.4,86
2020-10-23,84.6,94
2020-10-24,74.1,91
2020-10-25,1.0,88
2020-10-26,2.9,91
2020-10-27,0.0,84
2020-10-28,0.0,83
2020-10-29,0.0,85
2020-10-30,0.0,86
2020-10-31,0.7,85
2020-11-01,3.8,85
2020-11-02,0.5,85
2020-11-03,0.6,87
2020-11-04,0.0,78
2020-11-05,0.0,77
2020-11-06,0.0,82
2020-11-07,0.0,83
2020-11-08,0.0,85
2020-11-09,0.0,83
2020-11-10,0.0,83
2020-11-11,0.0,79
2020-11-12,0.0,80
2020-11-13,0.0,82
2020-11-14,0.0,83
2020-11-15,0.0,82
2020-11-16,0.5,79
2020-11-17,1.1,77
2020-11-18,2.4,79
2020-11-19,0.3,82
2020-11-20,2.0,85
2020-11-21,0.7,83
2020-11-22,1.7,81
2020-11-23,0.0,81
2020-11-24,0.0,79
2020-11-25,0.0,81
2020-11-26,0.0,79
2020-11-27,0.0,81
2020-11-28,0.0,78
2020-11-29,0.0,79
2020-11-30,0.0,80
2020-12-01,0.0,80
2020-12-02,0.0,78
2020-12-03,0.2,77
2020-12-04,0.0,78
2020-12-05,1.1,81
2020-12-06,1.0,83
2020-12-07,0.1,81
2020-12-08,0.0,81
2020-12-09,0.0,81
2020-12-10,0.0,80
2020-12-11,0.2,80
2020-12-12,0.0,82
2020-12-13,1.4,87
2020-12-14,1.1,87
2020-12-15,0.1,84
2020-12-16,0.0,83
2020-12-17,0.0,81
2020-12-18,0.1,75
2020-12-19,0.0,80
2020-12-20,0.0,80
2020-12-21,0.0,77
2020-12-22,0.0,74
2020-12-23,0.0,76
2020-12-24,0.0,77
2020-12-25,0.0,77
2020-12-26,0.0,75
2020-12-27,0.0,76
2020-12-28,0.0,78
2020-12-29,0.0,76
2020-12-30,0.0,74
2020-12-31,0.0,74
2021-01-01,0.0,76
2021-01-02,0.0,79
2021-01-03,0.0,77
2021-01-04,0.0,75
2021-01-05,0.0,76
2021-01-06,0.0,78
2021-01-07,0.0,77
2021-01-08,0.0,79
2021-01-09,0.0,77
2021-01-10,0.3,80
2021-01-11,2.0,88
2021-01-12,2.1,86
2021-01-13,0.9,88
2021-01-14,0.0,84
2021-01-15,0.0,81
2021-01-16,0.3,84
2021-01-17,0.0,80
2021-01-18,0.6,83
2021-01-19,11.1,89
2021-01-20,1.3,88
2021-01-21,1.4,89
2021-01-22,0.0,84
2021-01-23,0.0,82
2021-01-24,1.3,82
2021-01-25,0.1,84
2021-01-26,0.0,81
2021-01-27,0.0,81
2021-01-28,0.0,79
2021-01-29,0.0,81
2021-01-30,0.6,80
2021-01-31,0.0,82
2021-02-01,0.1,82
2021-02-02,0.0,80
2021-02-03,0.0,73
2021-02-04,0.0,71
2021-02-05,0.0,69
2021-02-06,0.0,72
2021-02-07,0.0,73
2021-02-08,0.0,68
2021-02-09,0.0,69
2021-02-10,0.0,68
2021-02-11,0.0,72
2021-02-12,0.0,67
2021-02-13,0.0,70
2021-02-14,0.0,71
2021-02-15,0.2,72
2021-02-16,0.0,71
2021-02-17,0.0,73
2021-02-18,0.0,69
2021-02-19,0.0,64
2021-02-20,0.0,64
2021-02-21,0.0,64
2021-02-22,0.0,63
2021-02-23,0.0,60
2021-02-24,0.0,57
2021-02-25,0.0,66
2021-02-26,0.1,76
2021-02-27,0.1,75
2021-02-28,0.3,77
2021-03-01,0.0,74
2021-03-02,0.0,74
2021-03-03,0.0,67
2021-03-04,1.2,72
2021-03-05,0.0,72
2021-03-06,0.2,72
2021-03-07,0.1,71
2021-03-08,0.0,68
2021-03-09,0.2,65
2021-03-10,2.5,77
2021-03-11,0.0,73
2021-03-12,0.0,72
2021-03-13,0.0,67
2021-03-14,0.6,67
2021-03-15,0.3,72
2021-03-16,0.0,65
2021-03-17,0.0,61
2021-03-18,0.0,57
2021-03-19,0.0,56
2021-03-20,0.0,56
2021-03-21,0.0,55
2021-03-22,0.0,57
2021-03-23,0.0,54
2021-03-24,0.0,52
2021-03-25,0.0,45
2021-03-26,0.0,42
2021-03-27,0.0,42
2021-03-28,0.0,44
2021-03-29,0.0,47
2021-03-30,2.7,73
2021-03-31,20.1,80
2021-04-01,0.0,77
2021-04-02,1.0,72
2021-04-03,0.1,70
2021-04-04,0.1,64
2021-04-05,0.0,53
2021-04-06,0.0,50
2021-04-07,0.4,54
2021-04-08,0.6,64
2021-04-09,1.8,75
2021-04-10,0.3,76
2021-04-11,0.0,74
2021-04-12,0.0,69
2021-04-13,0.0,67
2021-04-14,0.0,62
2021-04-15,0.9,63
2021-04-16,3.5,70
2021-04-17,1.0,74
2021-04-18,9.9,81
2021-04-19,0.3,78
2021-04-20,0.0,72
2021-04-21,0.1,67
2021-04-22,1.1,73
2021-04-23,0.0,62
2021-04-24,0.0,58
2021-04-25,0.0,53
2021-04-26,0.0,51
2021-04-27,0.0,54
2021-04-28,0.3,58
2021-04-29,0.0,58
2021-04-30,0.2,55
2021-05-01,0.2,64
2021-05-02,10.0,73
2021-05-03,8.2,79
2021-05-04,2.9,81
2021-05-05,10.8,85
2021-05-06,5.7,85
2021-05-07,6.9,84
2021-05-08,14.8,86
2021-05-09,1.3,80
2021-05-10,11.7,83
2021-05-11,25.7,83
2021-05-12,59.5,84
2021-05-13,15.3,87
2021-05-14,12.6,87
2021-05-15,10.2,88
2021-05-16,4.3,86
2021-05-17,9.7,88
2021-05-18,13.7,88
2021-05-19,9.8,86
2021-05-20,2.9,85
2021-05-21,3.8,88
2021-05-22,1.5,84
2021-05-23,0.6,83
2021-05-24,15.0,80
2021-05-25,10.4,85
2021-05-26,27.6,88
2021-05-27,2.6,89
2021-05-28,0.3,81
2021-05-29,1.6,82
2021-05-30,1.4,81
2021-05-31,64.4,93
2021-06-01,11.8,87
2021-06-02,3.0,89
2021-06-03,1.6,85
2021-06-04,6.6,86
2021-06-05,12.9,89
2021-06-06,11.8,87
2021-06-07,8.7,92
2021-06-08,1.3,86
2021-06-09,4.4,89
2021-06-10,2.9,81
2021-06-11,16.4,89
2021-06-12,12.2,90
2021-06-13,4.9,88
2021-06-14,8.6,89
2021-06-15,7.0,86
2021-06-16,31.3,85
2021-06-17,1.1,84
2021-06-18,10.0,89
2021-06-19,28.5,87
2021-06-20,3.6,88
2021-06-21,2.2,83
2021-06-22,62.9,86
2021-06-23,12.8,85
2021-06-24,1.2,83
2021-06-25,6.4,85
2021-06-26,8.9,86
2021-06-27,1.4,85
2021-06-28,4.1,83
2021-06-29,15.2,91
2021-06-30,18.4,93
2021-07-01,5.7,90
2021-07-02,6.8,91
2021-07-03,5.3,89
2021-07-04,11.2,88
2021-07-05,3.5,87
2021-07-06,14.6,89
2021-07-07,58.2,93
2021-07-08,22.7,90
2021-07-09,17.1,88
2021-07-10,8.2,91
2021-07-11,13.6,92
2021-07-12,7.9,86
2021-07-13,34.5,89
2021-07-14,6.4,88
2021-07-15,3.7,88
2021-07-16,7.3,90
2021-07-17,9.6,91
2021-07-18,12.5,89
2021-07-19,23.9,90
2021-07-20,14.2,90
2021-07-21,2.3,87
2021-07-22,7.1,86
2021-07-23,10.9,86
2021-07-24,3.0,84
2021-07-25,11.7,87
2021-07-26,8.1,87
2021-07-27,12.0,89
2021-07-28,1.2,84
2021-07-29,6.4,85
2021-07-30,10.6,89
2021-07-31,24.9,93
2021-08-01,34.7,89
2021-08-02,13.5,87
2021-08-03,7.5,88
2021-08-04,3.2,83
2021-08-05,4.0,84
2021-08-06,25.5,86
2021-08-07,18.9,90
2021-08-08,12.3,88
2021-08-09,7.0,87
2021-08-10,5.4,87
2021-08-11,11.9,91
2021-08-12,5.3,90
2021-08-13,7.9,91
2021-08-14,2.3,90
2021-08-15,3.0,87
2021-08-16,13.9,92
2021-08-17,33.1,90
2021-08-18,22.5,91
2021-08-19,15.7,88
2021-08-20,8.6,88
2021-08-21,0.9,85
2021-08-22,1.1,85
2021-08-23,11.7,90
2021-08-24,0.6,85
2021-08-25,4.4,90
2021-08-26,24.4,93
2021-08-27,21.4,94
2021-08-28,13.1,91
2021-08-29,12.6,94
2021-08-30,18.6,90
2021-08-31,3.5,85
2021-09-01,7.6,89
2021-09-02,14.4,90
2021-09-03,5.2,87
2021-09-04,0.6,83
2021-09-05,7.8,85
2021-09-06,4.3,86
2021-09-07,118.9,91
2021-09-08,0.4,84
2021-09-09,1.2,85
2021-09-10,0.0,81
2021-09-11,3.0,86
2021-09-12,0.0,80
2021-09-13,0.0,80
2021-09-14,0.6,78
2021-09-15,2.3,83
2021-09-16,26.5,89
2021-09-17,13.5,88
2021-09-18,8.4,90
2021-09-19,1.1,87
2021-09-20,3.6,86
2021-09-21,27.2,87
2021-09-22,6.7,90
2021-09-23,0.0,85
2021-09-24,2.0,83
2021-09-25,0.4,83
2021-09-26,0.0,82
2021-09-27,0.0,82
2021-09-28,3.2,86
2021-09-29,13.6,90
2021-09-30,0.3,82
2021-10-01,0.0,81
2021-10-02,4.4,85
2021-10-03,8.4,90
2021-10-04,3.8,91
2021-10-05,2.7,90
2021-10-06,1.2,90
2021-10-07,0.7,85
2021-10-08,5.1,87
2021-10-09,2.0,86
2021-10-10,2.2,88
2021-10-11,0.0,83
2021-10-12,0.0,81
2021-10-13,0.0,84
