,Date,Total Rainfall (mm),Mean Humidity (%),Station
6724,2023-05-30,0.0,75,"Railway Colony, Guwahati - APCB_10903"
6725,2023-05-31,3.4,73,"Railway Colony, Guwahati - APCB_10903"
6726,2023-06-01,0.5,78,"Railway Colony, Guwahati - APCB_10903"
6727,2023-06-02,0.0,69,"Railway Colony, Guwahati - APCB_10903"
6728,2023-06-03,0.4,77,"Railway Colony, Guwahati - APCB_10903"
6729,2023-06-04,1.5,79,"Railway Colony, Guwahati - APCB_10903"
6730,2023-06-05,0.1,74,"Railway Colony, Guwahati - APCB_10903"
6731,2023-06-06,0.2,70,"Railway Colony, Guwahati - APCB_10903"
6732,2023-06-07,30.7,76,"Railway Colony, Guwahati - APCB_10903"
6733,2023-06-08,20.9,85,"Railway Colony, Guwahati - APCB_10903"
6734,2023-06-09,49.1,88,"Railway Colony, Guwahati - APCB_10903"
6735,2023-06-10,68.9,89,"Railway Colony, Guwahati - APCB_10903"
6736,2023-06-11,66.5,91,"Railway Colony, Guwahati - APCB_10903"
6737,2023-06-12,15.4,87,"Railway Colony, Guwahati - APCB_10903"
6738,2023-06-13,2.9,87,"Railway Colony, Guwahati - APCB_10903"
6739,2023-06-14,28.0,92,"Railway Colony, Guwahati - APCB_10903"
6740,2023-06-15,9.1,89,"Railway Colony, Guwahati - APCB_10903"
6741,2023-06-16,29.4,92,"Railway Colony, Guwahati - APCB_10903"
6742,2023-06-17,56.4,91,"Railway Colony, Guwahati - APCB_10903"
6743,2023-06-18,57.5,96,"Railway Colony, Guwahati - APCB_10903"
6744,2023-06-19,52.6,95,"Railway Colony, Guwahati - APCB_10903"
6745,2023-06-20,32.3,93,"Railway Colony, Guwahati - APCB_10903"
6746,2023-06-21,13.6,91,"Railway Colony, Guwahati - APCB_10903"
6747,2023-06-22,19.5,91,"Railway Colony, Guwahati - APCB_10903"
6748,2023-06-23,3.7,86,"Railway Colony, Guwahati - APCB_10903"
6749,2023-06-24,17.2,86,"Railway Colony, Guwahati - APCB_10903"
6750,2023-06-25,17.0,85,"Railway Colony, Guwahati - APCB_10903"
6751,2023-06-26,64.7,86,"Railway Colony, Guwahati - APCB_10903"
6752,2023-06-27,33.6,90,"Railway Colony, Guwahati - APCB_10903"
6753,2023-06-28,14.6,88,"Railway Colony, Guwahati - APCB_10903"
6754,2023-06-29,12.2,91,"Railway Colony, Guwahati - APCB_10903"
6755,2023-06-30,4.2,88,"Railway Colony, Guwahati - APCB_10903"
6756,2023-07-01,23.4,92,"Railway Colony, Guwahati - APCB_10903"
6757,2023-07-02,22.3,91,"Railway Colony, Guwahati - APCB_10903"
6758,2023-07-03,23.6,93,"Railway Colony, Guwahati - APCB_10903"
6759,2023-07-04,6.3,91,"Railway Colony, Guwahati - APCB_10903"
6760,2023-07-05,36.3,89,"Railway Colony, Guwahati - APCB_10903"
6761,2023-07-06,51.9,94,"Railway Colony, Guwahati - APCB_10903"
6762,2023-07-07,24.9,90,"Railway Colony, Guwahati - APCB_10903"
6763,2023-07-08,19.6,87,"Railway Colony, Guwahati - APCB_10903"
6764,2023-07-09,8.0,87,"Railway Colony, Guwahati - APCB_10903"
6765,2023-07-10,19.2,89,"Railway Colony, Guwahati - APCB_10903"
6766,2023-07-11,5.3,87,"Railway Colony, Guwahati - APCB_10903"
6767,2023-07-12,8.9,91,"Railway Colony, Guwahati - APCB_10903"
6768,2023-07-13,16.3,91,"Railway Colony, Guwahati - APCB_10903"
6769,2023-07-14,13.4,91,"Railway Colony, Guwahati - APCB_10903"
6770,2023-07-15,11.8,87,"Railway Colony, Guwahati - APCB_10903"
6771,2023-07-16,26.6,88,"Railway Colony, Guwahati - APCB_10903"
6772,2023-07-17,13.8,87,"Railway Colony, Guwahati - APCB_10903"
6773,2023-07-18,0.0,80,"Railway Colony, Guwahati - APCB_10903"
6774,2023-07-19,0.3,80,"Railway Colony, Guwahati - APCB_10903"
6775,2023-07-20,6.6,84,"Railway Colony, Guwahati - APCB_10903"
6776,2023-07-21,23.0,87,"Railway Colony, Guwahati - APCB_10903"
6777,2023-07-22,28.1,87,"Railway Colony, Guwahati - APCB_10903"
6778,2023-07-23,18.4,87,"Railway Colony, Guwahati - APCB_10903"
6779,2023-07-24,30.2,87,"Railway Colony, Guwahati - APCB_10903"
6780,2023-07-25,36.6,86,"Railway Colony, Guwahati - APCB_10903"
6781,2023-07-26,7.0,87,"Railway Colony, Guwahati - APCB_10903"
6782,2023-07-27,10.6,87,"Railway Colony, Guwahati - APCB_10903"
6783,2023-07-28,12.4,89,"Railway Colony, Guwahati - APCB_10903"
6784,2023-07-29,23.5,90,"Railway Colony, Guwahati - APCB_10903"
6785,2023-07-30,6.1,87,"Railway Colony, Guwahati - APCB_10903"
6786,2023-07-31,4.3,82,"Railway Colony, Guwahati - APCB_10903"
6787,2023-08-01,0.0,77,"Railway Colony, Guwahati - APCB_10903"
6788,2023-08-02,25.9,88,"Railway Colony, Guwahati - APCB_10903"
6789,2023-08-03,54.7,91,"Railway Colony, Guwahati - APCB_10903"
6790,2023-08-04,42.0,92,"Railway Colony, Guwahati - APCB_10903"
6791,2023-08-05,3.3,86,"Railway Colony, Guwahati - APCB_10903"
6792,2023-08-06,43.1,91,"Railway Colony, Guwahati - APCB_10903"
6793,2023-08-07,46.4,91,"Railway Colony, Guwahati - APCB_10903"
6794,2023-08-08,59.9,86,"Railway Colony, Guwahati - APCB_10903"
6795,2023-08-09,6.7,89,"Railway Colony, Guwahati - APCB_10903"
6796,2023-08-10,2.4,88,"Railway Colony, Guwahati - APCB_10903"
6797,2023-08-11,12.0,89,"Railway Colony, Guwahati - APCB_10903"
6798,2023-08-12,45.5,90,"Railway Colony, Guwahati - APCB_10903"
6799,2023-08-13,39.3,92,"Railway Colony, Guwahati - APCB_10903"
6800,2023-08-14,0.7,84,"Railway Colony, Guwahati - APCB_10903"
6801,2023-08-15,3.5,86,"Railway Colony, Guwahati - APCB_10903"
6802,2023-08-16,5.3,87,"Railway Colony, Guwahati - APCB_10903"
6803,2023-08-17,1.2,85,"Railway Colony, Guwahati - APCB_10903"
6804,2023-08-18,9.3,86,"Railway Colony, Guwahati - APCB_10903"
6805,2023-08-19,6.5,89,"Railway Colony, Guwahati - APCB_10903"
6806,2023-08-20,5.7,86,"Railway Colony, Guwahati - APCB_10903"
6807,2023-08-21,4.4,90,"Railway Colony, Guwahati - APCB_10903"
6808,2023-08-22,13.4,92,"Railway Colony, Guwahati - APCB_10903"
6809,2023-08-23,21.5,91,"Railway Colony, Guwahati - APCB_10903"
6810,2023-08-24,17.3,92,"Railway Colony, Guwahati - APCB_10903"
6811,2023-08-25,35.4,91,"Railway Colony, Guwahati - APCB_10903"
6812,2023-08-26,68.9,93,"Railway Colony, Guwahati - APCB_10903"
6813,2023-08-27,25.2,93,"Railway Colony, Guwahati - APCB_10903"
6814,2023-08-28,5.1,90,"Railway Colony, Guwahati - APCB_10903"
6815,2023-08-29,0.3,85,"Railway Colony, Guwahati - APCB_10903"
6816,2023-08-30,0.0,81,"Railway Colony, Guwahati - APCB_10903"
6817,2023-08-31,0.0,80,"Railway Colony, Guwahati - APCB_10903"
6818,2023-09-01,0.7,82,"Railway Colony, Guwahati - APCB_10903"
6819,2023-09-02,4.0,85,"Railway Colony, Guwahati - APCB_10903"
6820,2023-09-03,0.3,84,"Railway Colony, Guwahati - APCB_10903"
6821,2023-09-04,0.1,82,"Railway Colony, Guwahati - APCB_10903"
6822,2023-09-05,0.0,83,"Railway Colony, Guwahati - APCB_10903"
6823,2023-09-06,0.0,82,"Railway Colony, Guwahati - APCB_10903"
6824,2023-09-07,13.9,85,"Railway Colony, Guwahati - APCB_10903"
6825,2023-09-08,4.7,89,"Railway Colony, Guwahati - APCB_10903"
6826,2023-09-09,10.5,85,"Railway Colony, Guwahati - APCB_10903"
6827,2023-09-10,0.4,79,"Railway Colony, Guwahati - APCB_10903"
6828,2023-09-11,11.3,86,"Railway Colony, Guwahati - APCB_10903"
6829,2023-09-12,7.5,86,"Railway Colony, Guwahati - APCB_10903"
6830,2023-09-13,10.3,86,"Railway Colony, Guwahati - APCB_10903"
6831,2023-09-14,0.9,86,"Railway Colony, Guwahati - APCB_10903"
6832,2023-09-15,5.8,85,"Railway Colony, Guwahati - APCB_10903"
6833,2023-09-16,2.7,84,"Railway Colony, Guwahati - APCB_10903"
6834,2023-09-17,3.7,85,"Railway Colony, Guwahati - APCB_10903"
6835,2023-09-18,1.3,82,"Railway Colony, Guwahati - APCB_10903"
6836,2023-09-19,7.2,89,"Railway Colony, Guwahati - APCB_10903"
6837,2023-09-20,26.1,89,"Railway Colony, Guwahati - APCB_10903"
6838,2023-09-21,32.5,93,"Railway Colony, Guwahati - APCB_10903"
6839,2023-09-22,7.5,88,"Railway Colony, Guwahati - APCB_10903"
6840,2023-09-23,8.5,90,"Railway Colony, Guwahati - APCB_10903"
6841,2023-09-24,9.3,89,"Railway Colony, Guwahati - APCB_10903"
6842,2023-09-25,12.6,89,"Railway Colony, Guwahati - APCB_10903"
6843,2023-09-26,10.8,89,"Railway Colony, Guwahati - APCB_10903"
6844,2023-09-27,0.8,87,"Railway Colony, Guwahati - APCB_10903"
6845,2023-09-28,0.0,83,"Railway Colony, Guwahati - APCB_10903"
6846,2023-09-29,0.0,81,"Railway Colony, Guwahati - APCB_10903"
6847,2023-09-30,22.6,90,"Railway Colony, Guwahati - APCB_10903"
6848,2023-10-01,2.5,88,"Railway Colony, Guwahati - APCB_10903"
6849,2023-10-02,14.8,90,"Railway Colony, Guwahati - APCB_10903"
6850,2023-10-03,29.3,89,"Railway Colony, Guwahati - APCB_10903"
6851,2023-10-04,47.1,93,"Railway Colony, Guwahati - APCB_10903"
6852,2023-10-05,71.7,95,"Railway Colony, Guwahati - APCB_10903"
6853,2023-10-06,52.6,88,"Railway Colony, Guwahati - APCB_10903"
6854,2023-10-07,10.9,89,"Railway Colony, Guwahati - APCB_10903"
6855,2023-10-08,11.6,89,"Railway Colony, Guwahati - APCB_10903"
6856,2023-10-09,5.0,88,"Railway Colony, Guwahati - APCB_10903"
6857,2023-10-10,3.6,90,"Railway Colony, Guwahati - APCB_10903"
6858,2023-10-11,2.3,87,"Railway Colony, Guwahati - APCB_10903"
6859,2023-10-12,4.1,89,"Railway Colony, Guwahati - APCB_10903"
6860,2023-10-13,1.0,86,"Railway Colony, Guwahati - APCB_10903"
6861,2023-10-14,2.7,87,"Railway Colony, Guwahati - APCB_10903"
6862,2023-10-15,0.5,87,"Railway Colony, Guwahati - APCB_10903"
6863,2023-10-16,0.7,83,"Railway Colony, Guwahati - APCB_10903"
6864,2023-10-17,2.8,88,"Railway Colony, Guwahati - APCB_10903"
6865,2023-10-18,0.7,87,"Railway Colony, Guwahati - APCB_10903"
6866,2023-10-19,0.1,84,"Railway Colony, Guwahati - APCB_10903"
6867,2023-10-20,0.0,82,"Railway Colony, Guwahati - APCB_10903"
6868,2023-10-21,0.0,82,"Railway Colony, Guwahati - APCB_10903"
6869,2023-10-22,0.0,83,"Railway Colony, Guwahati - APCB_10903"
6870,2023-10-23,0.0,82,"Railway Colony, Guwahati - APCB_10903"
6871,2023-10-24,0.0,84,"Railway Colony, Guwahati - APCB_10903"
6872,2023-10-25,0.2,85,"Railway Colony, Guwahati - APCB_10903"
6873,2023-10-26,0.9,84,"Railway Colony, Guwahati - APCB_10903"
6874,2023-10-27,0.8,81,"Railway Colony, Guwahati - APCB_10903"
6875,2023-10-28,0.0,77,"Railway Colony, Guwahati - APCB_10903"
6876,2023-10-29,0.0,77,"Railway Colony, Guwahati - APCB_10903"
6877,2023-10-30,0.0,80,"Railway Colony, Guwahati - APCB_10903"
6878,2023-10-31,0.0,81,"Railway Colony, Guwahati - APCB_10903"
6879,2023-11-01,0.0,79,"Railway Colony, Guwahati - APCB_10903"
6880,2023-11-02,0.0,77,"Railway Colony, Guwahati - APCB_10903"
6881,2023-11-03,0.0,78,"Railway Colony, Guwahati - APCB_10903"
6882,2023-11-04,10.4,82,"Railway Colony, Guwahati - APCB_10903"
6883,2023-11-05,1.2,84,"Railway Colony, Guwahati - APCB_10903"
6884,2023-11-06,0.0,81,"Railway Colony, Guwahati - APCB_10903"
6885,2023-11-07,0.0,78,"Railway Colony, Guwahati - APCB_10903"
6886,2023-11-08,0.4,77,"Railway Colony, Guwahati - APCB_10903"
6887,2023-11-09,0.0,77,"Railway Colony, Guwahati - APCB_10903"
6888,2023-11-10,0.0,78,"Railway Colony, Guwahati - APCB_10903"
6889,2023-11-11,0.0,77,"Railway Colony, Guwahati - APCB_10903"
6890,2023-11-12,0.0,77,"Railway Colony, Guwahati - APCB_10903"
6891,2023-11-13,0.0,79,"Railway Colony, Guwahati - APCB_10903"
6892,2023-11-14,0.0,80,"Railway Colony, Guwahati - APCB_10903"
6893,2023-11-15,0.0,78,"Railway Colony, Guwahati - APCB_10903"
6894,2023-11-16,0.0,75,"Railway Colony, Guwahati - APCB_10903"
6895,2023-11-17,3.4,89,"Railway Colony, Guwahati - APCB_10903"
6896,2023-11-18,0.0,84,"Railway Colony, Guwahati - APCB_10903"
6897,2023-11-19,0.0,84,"Railway Colony, Guwahati - APCB_10903"
6898,2023-11-20,0.0,84,"Railway Colony, Guwahati - APCB_10903"
6899,2023-11-21,1.0,81,"Railway Colony, Guwahati - APCB_10903"
6900,2023-11-22,1.6,83,"Railway Colony, Guwahati - APCB_10903"
6901,2023-11-23,0.0,83,"Railway Colony, Guwahati - APCB_10903"
6902,2023-11-24,0.0,81,"Railway Colony, Guwahati - APCB_10903"
6903,2023-11-25,0.0,75,"Railway Colony, Guwahati - APCB_10903"
6904,2023-11-26,0.0,77,"Railway Colony, Guwahati - APCB_10903"
6905,2023-11-27,0.0,80,"Railway Colony, Guwahati - APCB_10903"
6906,2023-11-28,0.0,81,"Railway Colony, Guwahati - APCB_10903"
6907,2023-11-29,0.0,84,"Railway Colony, Guwahati - APCB_10903"
6908,2023-11-30,0.0,82,"Railway Colony, Guwahati - APCB_10903"
6909,2023-12-01,0.0,76,"Railway Colony, Guwahati - APCB_10903"
6910,2023-12-02,0.0,80,"Railway Colony, Guwahati - APCB_10903"
6911,2023-12-03,0.0,83,"Railway Colony, Guwahati - APCB_10903"
6912,2023-12-04,0.0,83,"Railway Colony, Guwahati - APCB_10903"
6913,2023-12-05,0.0,82,"Railway Colony, Guwahati - APCB_10903"
6914,2023-12-06,0.0,79,"Railway Colony, Guwahati - APCB_10903"
6915,2023-12-07,3.4,88,"Railway Colony, Guwahati - APCB_10903"
6916,2023-12-08,0.2,86,"Railway Colony, Guwahati - APCB_10903"
6917,2023-12-09,0.2,84,"Railway Colony, Guwahati - APCB_10903"
6918,2023-12-10,0.4,84,"Railway Colony, Guwahati - APCB_10903"
6919,2023-12-11,0.0,84,"Railway Colony, Guwahati - APCB_10903"
6920,2023-12-12,2.5,82,"Railway Colony, Guwahati - APCB_10903"
6921,2023-12-13,6.9,85,"Railway Colony, Guwahati - APCB_10903"
6922,2023-12-14,0.3,84,"Railway Colony, Guwahati - APCB_10903"
6923,2023-12-15,0.0,82,"Railway Colony, Guwahati - APCB_10903"
6924,2023-12-16,0.0,79,"Railway Colony, Guwahati - APCB_10903"
6925,2023-12-17,0.0,79,"Railway Colony, Guwahati - APCB_10903"
6926,2023-12-18,0.0,76,"Railway Colony, Guwahati - APCB_10903"
6927,2023-12-19,0.0,79,"Railway Colony, Guwahati - APCB_10903"
6928,2023-12-20,0.0,78,"Railway Colony, Guwahati - APCB_10903"
6929,2023-12-21,0.0,80,"Railway Colony, Guwahati - APCB_10903"
6930,2023-12-22,0.0,80,"Railway Colony, Guwahati - APCB_10903"
6931,2023-12-23,0.0,80,"Railway Colony, Guwahati - APCB_10903"
6932,2023-12-24,0.0,76,"Railway Colony, Guwahati - APCB_10903"
6933,2023-12-25,0.0,76,"Railway Colony, Guwahati - APCB_10903"
6934,2023-12-26,0.0,76,"Railway Colony, Guwahati - APCB_10903"
6935,2023-12-27,0.0,77,"Railway Colony, Guwahati - APCB_10903"
6936,2023-12-28,0.0,72,"Railway Colony, Guwahati - APCB_10903"
6937,2023-12-29,0.0,73,"Railway Colony, Guwahati - APCB_10903"
6938,2023-12-30,0.0,76,"Railway Colony, Guwahati - APCB_10903"
6939,2023-12-31,0.0,76,"Railway Colony, Guwahati - APCB_10903"
6940,2024-01-01,0.0,79,"Railway Colony, Guwahati - APCB_10903"
6941,2024-01-02,0.0,78,"Railway Colony, Guwahati - APCB_10903"
6942,2024-01-03,0.0,77,"Railway Colony, Guwahati - APCB_10903"
6943,2024-01-04,0.0,76,"Railway Colony, Guwahati - APCB_10903"
6944,2024-01-05,0.0,76,"Railway Colony, Guwahati - APCB_10903"
6945,2024-01-06,0.0,72,"Railway Colony, Guwahati - APCB_10903"
6946,2024-01-07,0.0,73,"Railway Colony, Guwahati - APCB_10903"
6947,2024-01-08,0.1,79,"Railway Colony, Guwahati - APCB_10903"
6948,2024-01-09,0.0,83,"Railway Colony, Guwahati - APCB_10903"
6949,2024-01-10,0.0,84,"Railway Colony, Guwahati - APCB_10903"
6950,2024-01-11,0.0,84,"Railway Colony, Guwahati - APCB_10903"
6951,2024-01-12,0.0,87,"Railway Colony, Guwahati - APCB_10903"
6952,2024-01-13,0.0,87,"Railway Colony, Guwahati - APCB_10903"
6953,2024-01-14,0.0,84,"Railway Colony, Guwahati - APCB_10903"
6954,2024-01-15,0.0,87,"Railway Colony, Guwahati - APCB_10903"
6955,2024-01-16,4.7,84,"Railway Colony, Guwahati - APCB_10903"
6956,2024-01-17,0.4,87,"Railway Colony, Guwahati - APCB_10903"
6957,2024-01-18,0.0,83,"Railway Colony, Guwahati - APCB_10903"
6958,2024-01-19,0.0,82,"Railway Colony, Guwahati - APCB_10903"
6959,2024-01-20,0.0,75,"Railway Colony, Guwahati - APCB_10903"
6960,2024-01-21,2.3,82,"Railway Colony, Guwahati - APCB_10903"
6961,2024-01-22,0.0,81,"Railway Colony, Guwahati - APCB_10903"
6962,2024-01-23,0.2,82,"Railway Colony, Guwahati - APCB_10903"
6963,2024-01-24,2.7,85,"Railway Colony, Guwahati - APCB_10903"
6964,2024-01-25,0.4,83,"Railway Colony, Guwahati - APCB_10903"
6965,2024-01-26,0.1,83,"Railway Colony, Guwahati - APCB_10903"
6966,2024-01-27,2.1,85,"Railway Colony, Guwahati - APCB_10903"
6967,2024-01-28,2.1,82,"Railway Colony, Guwahati - APCB_10903"
6968,2024-01-29,0.2,77,"Railway Colony, Guwahati - APCB_10903"
6969,2024-01-30,0.7,78,"Railway Colony, Guwahati - APCB_10903"
6970,2024-01-31,4.1,84,"Railway Colony, Guwahati - APCB_10903"
6971,2024-02-01,0.3,85,"Railway Colony, Guwahati - APCB_10903"
6972,2024-02-02,0.9,87,"Railway Colony, Guwahati - APCB_10903"
6973,2024-02-03,0.1,76,"Railway Colony, Guwahati - APCB_10903"
6974,2024-02-04,0.1,74,"Railway Colony, Guwahati - APCB_10903"
6975,2024-02-05,1.0,78,"Railway Colony, Guwahati - APCB_10903"
6976,2024-02-06,1.9,86,"Railway Colony, Guwahati - APCB_10903"
6977,2024-02-07,0.3,76,"Railway Colony, Guwahati - APCB_10903"
6978,2024-02-08,0.0,72,"Railway Colony, Guwahati - APCB_10903"
6979,2024-02-09,0.0,76,"Railway Colony, Guwahati - APCB_10903"
6980,2024-02-10,0.0,72,"Railway Colony, Guwahati - APCB_10903"
6981,2024-02-11,0.0,66,"Railway Colony, Guwahati - APCB_10903"
6982,2024-02-12,0.0,65,"Railway Colony, Guwahati - APCB_10903"
6983,2024-02-13,0.0,62,"Railway Colony, Guwahati - APCB_10903"
6984,2024-02-14,0.0,58,"Railway Colony, Guwahati - APCB_10903"
6985,2024-02-15,1.6,71,"Railway Colony, Guwahati - APCB_10903"
6986,2024-02-16,0.0,77,"Railway Colony, Guwahati - APCB_10903"
6987,2024-02-17,0.2,71,"Railway Colony, Guwahati - APCB_10903"
6988,2024-02-18,0.0,65,"Railway Colony, Guwahati - APCB_10903"
6989,2024-02-19,0.9,73,"Railway Colony, Guwahati - APCB_10903"
6990,2024-02-20,0.9,72,"Railway Colony, Guwahati - APCB_10903"
6991,2024-02-21,2.2,83,"Railway Colony, Guwahati - APCB_10903"
6992,2024-02-22,1.9,86,"Railway Colony, Guwahati - APCB_10903"
6993,2024-02-23,2.2,78,"Railway Colony, Guwahati - APCB_10903"
6994,2024-02-24,0.0,72,"Railway Colony, Guwahati - APCB_10903"
6995,2024-02-25,0.1,73,"Railway Colony, Guwahati - APCB_10903"
6996,2024-02-26,0.0,78,"Railway Colony, Guwahati - APCB_10903"
6997,2024-02-27,0.0,76,"Railway Colony, Guwahati - APCB_10903"
6998,2024-02-28,0.0,61,"Railway Colony, Guwahati - APCB_10903"
6999,2024-02-29,0.0,69,"Railway Colony, Guwahati - APCB_10903"
7000,2024-03-01,0.0,68,"Railway Colony, Guwahati - APCB_10903"
7001,2024-03-02,0.0,60,"Railway Colony, Guwahati - APCB_10903"
7002,2024-03-03,0.0,59,"Railway Colony, Guwahati - APCB_10903"
7003,2024-03-04,0.1,65,"Railway Colony, Guwahati - APCB_10903"
7004,2024-03-05,0.1,60,"Railway Colony, Guwahati - APCB_10903"
7005,2024-03-06,0.0,54,"Railway Colony, Guwahati - APCB_10903"
7006,2024-03-07,0.0,60,"Railway Colony, Guwahati - APCB_10903"
7007,2024-03-08,0.0,59,"Railway Colony, Guwahati - APCB_10903"
7008,2024-03-09,0.0,55,"Railway Colony, Guwahati - APCB_10903"
7009,2024-03-10,0.0,55,"Railway Colony, Guwahati - APCB_10903"
7010,2024-03-11,0.0,53,"Railway Colony, Guwahati - APCB_10903"
7011,2024-03-12,0.0,55,"Railway Colony, Guwahati - APCB_10903"
7012,2024-03-13,0.0,66,"Railway Colony, Guwahati - APCB_10903"
7013,2024-03-14,0.4,64,"Railway Colony, Guwahati - APCB_10903"
7014,2024-03-15,0.0,65,"Railway Colony, Guwahati - APCB_10903"
7015,2024-03-16,0.0,69,"Railway Colony, Guwahati - APCB_10903"
7016,2024-03-17,0.0,57,"Railway Colony, Guwahati - APCB_10903"
7017,2024-03-18,0.0,58,"Railway Colony, Guwahati - APCB_10903"
7018,2024-03-19,0.0,60,"Railway Colony, Guwahati - APCB_10903"
7019,2024-03-20,15.4,86,"Railway Colony, Guwahati - APCB_10903"
7020,2024-03-21,11.0,92,"Railway Colony, Guwahati - APCB_10903"
7021,2024-03-22,3.3,85,"Railway Colony, Guwahati - APCB_10903"
7022,2024-03-23,6.0,88,"Railway Colony, Guwahati - APCB_10903"
7023,2024-03-24,0.4,86,"Railway Colony, Guwahati - APCB_10903"
7024,2024-03-25,19.9,86,"Railway Colony, Guwahati - APCB_10903"
7025,2024-03-26,10.7,88,"Railway Colony, Guwahati - APCB_10903"
7026,2024-03-27,0.4,86,"Railway Colony, Guwahati - APCB_10903"
7027,2024-03-28,0.0,83,"Railway Colony, Guwahati - APCB_10903"
7028,2024-03-29,0.5,82,"Railway Colony, Guwahati - APCB_10903"
7029,2024-03-30,4.5,80,"Railway Colony, Guwahati - APCB_10903"
7030,2024-03-31,10.9,88,"Railway Colony, Guwahati - APCB_10903"
7031,2024-04-01,0.0,85,"Railway Colony, Guwahati - APCB_10903"
7032,2024-04-02,0.0,80,"Railway Colony, Guwahati - APCB_10903"
7033,2024-04-03,0.0,79,"Railway Colony, Guwahati - APCB_10903"
7034,2024-04-04,0.6,77,"Railway Colony, Guwahati - APCB_10903"
7035,2024-04-05,1.9,82,"Railway Colony, Guwahati - APCB_10903"
7036,2024-04-06,0.0,83,"Railway Colony, Guwahati - APCB_10903"
7037,2024-04-07,0.0,65,"Railway Colony, Guwahati - APCB_10903"
7038,2024-04-08,0.0,69,"Railway Colony, Guwahati - APCB_10903"
7039,2024-04-09,0.0,70,"Railway Colony, Guwahati - APCB_10903"
7040,2024-04-10,0.0,67,"Railway Colony, Guwahati - APCB_10903"
7041,2024-04-11,5.4,66,"Railway Colony, Guwahati - APCB_10903"
7042,2024-04-12,0.4,69,"Railway Colony, Guwahati - APCB_10903"
7043,2024-04-13,0.0,61,"Railway Colony, Guwahati - APCB_10903"
7044,2024-04-14,0.0,61,"Railway Colony, Guwahati - APCB_10903"
7045,2024-04-15,0.0,63,"Railway Colony, Guwahati - APCB_10903"
7046,2024-04-16,4.9,76,"Railway Colony, Guwahati - APCB_10903"
7047,2024-04-17,0.1,72,"Railway Colony, Guwahati - APCB_10903"
7048,2024-04-18,0.0,70,"Railway Colony, Guwahati - APCB_10903"
7049,2024-04-19,2.2,72,"Railway Colony, Guwahati - APCB_10903"
7050,2024-04-20,5.8,76,"Railway Colony, Guwahati - APCB_10903"
7051,2024-04-21,1.2,78,"Railway Colony, Guwahati - APCB_10903"
7052,2024-04-22,0.3,73,"Railway Colony, Guwahati - APCB_10903"
7053,2024-04-23,0.0,70,"Railway Colony, Guwahati - APCB_10903"
7054,2024-04-24,0.7,54,"Railway Colony, Guwahati - APCB_10903"
7055,2024-04-25,0.0,66,"Railway Colony, Guwahati - APCB_10903"
7056,2024-04-26,0.0,63,"Railway Colony, Guwahati - APCB_10903"
7057,2024-04-27,4.6,65,"Railway Colony, Guwahati - APCB_10903"
7058,2024-04-28,0.1,72,"Railway Colony, Guwahati - APCB_10903"
7059,2024-04-29,0.8,68,"Railway Colony, Guwahati - APCB_10903"
7060,2024-04-30,0.0,65,"Railway Colony, Guwahati - APCB_10903"
7061,2024-05-01,0.0,68,"Railway Colony, Guwahati - APCB_10903"
7062,2024-05-02,0.2,49,"Railway Colony, Guwahati - APCB_10903"
7063,2024-05-03,0.0,57,"Railway Colony, Guwahati - APCB_10903"
7064,2024-05-04,0.0,51,"Railway Colony, Guwahati - APCB_10903"
7065,2024-05-05,11.3,78,"Railway Colony, Guwahati - APCB_10903"
7066,2024-05-06,44.7,84,"Railway Colony, Guwahati - APCB_10903"
7067,2024-05-07,15.7,81,"Railway Colony, Guwahati - APCB_10903"
7068,2024-05-08,0.2,83,"Railway Colony, Guwahati - APCB_10903"
7069,2024-05-09,1.0,77,"Railway Colony, Guwahati - APCB_10903"
7070,2024-05-10,2.1,80,"Railway Colony, Guwahati - APCB_10903"
7071,2024-05-11,2.5,77,"Railway Colony, Guwahati - APCB_10903"
7072,2024-05-12,0.4,77,"Railway Colony, Guwahati - APCB_10903"
7073,2024-05-13,21.9,81,"Railway Colony, Guwahati - APCB_10903"
7074,2024-05-14,5.0,71,"Railway Colony, Guwahati - APCB_10903"
7075,2024-05-15,0.1,71,"Railway Colony, Guwahati - APCB_10903"
7076,2024-05-16,18.4,77,"Railway Colony, Guwahati - APCB_10903"
7077,2024-05-17,0.4,77,"Railway Colony, Guwahati - APCB_10903"
7078,2024-05-18,7.4,85,"Railway Colony, Guwahati - APCB_10903"
7079,2024-05-19,20.2,85,"Railway Colony, Guwahati - APCB_10903"
7080,2024-05-20,7.9,83,"Railway Colony, Guwahati - APCB_10903"
7081,2024-05-21,9.6,81,"Railway Colony, Guwahati - APCB_10903"
7082,2024-05-22,0.5,76,"Railway Colony, Guwahati - APCB_10903"
7083,2024-05-23,0.7,74,"Railway Colony, Guwahati - APCB_10903"
7084,2024-05-24,2.5,75,"Railway Colony, Guwahati - APCB_10903"
7085,2024-05-25,0.0,69,"Railway Colony, Guwahati - APCB_10903"
7086,2024-05-26,0.1,67,"Railway Colony, Guwahati - APCB_10903"
7087,2024-05-27,42.4,90,"Railway Colony, Guwahati - APCB_10903"
7088,2024-05-28,56.8,91,"Railway Colony, Guwahati - APCB_10903"
7089,2024-05-29,2.7,86,"Railway Colony, Guwahati - APCB_10903"
7090,2024-05-30,13.5,86,"Railway Colony, Guwahati - APCB_10903"
